establishment_id,name_of_restaurant,province,city/municipality,address,opening_hours,closing_hours,cuisine_type,dine-in,takeout,delivery,average_price_range,rating,contact_information,coordination,description,image,category,Category_Encoded
53,Kainan Sa Kubo Ningnangan Ed Manaoag,Pangasinan,Manaog,"85 Caloocan, Manaoag, 2430 Pangasinan",08:00:00 AM,06:00:00 PM,Filipino Food,Yes,Yes,No,400,4.4,9279739464.0,"16.044723320728732, 120.49488683156815","Kainan Sa Kubo Ningnangan Ed Manaoag offers a delightful dining experience with delicious food options like Sinigang na hipon, dinakdakan, grilled bangus, bulalo, and leche flan. The place is spacious with the choice of dining in an airconditioned kubo or a traditional one without AC. Despite some items not being available on the menu and cleanliness issues in the comfort rooms, visitors appreciate the early arrival to avoid crowds after attending mass at Manaoag Church. The staff is accommodating, and overall service is excellent according to reviewers.",https://itin-dev.wanderlogstatic.com/freeImage/QnWXTPvjb8aj3YWt5nG6mRqs5eJRPKxn,Moderate,1
54,Acl Iloilo's Authentic La Paz Batchoy Food House,Pangasinan,Binmaley,"Dagupan - Binmaley Rd, Binmaley, Pangasinan",12:00:00 AM,11:59:00 PM,Filipino Food,Yes,Yes,Yes,400,4.6,9286740705.0,"16.01035058773062, 120.29996768730244","ACL Iloilo's Authentic La Paz Batchoy Food House is a new restaurant in town that offers a variety of delicious and affordable meals. Their specialty includes authentic La Paz Batchoy, sizzling scallops, pigar, and kaleskes. The restaurant is known for its clean environment and friendly staff. It's the perfect place to enjoy Iloilo cuisine with friends while trying out their signature dishes like sizzling scallops.","https://www.google.com/maps/place/Acl+Iloilo's+Authentic+La+Paz+Batchoy+Food+House/@16.0102414,120.299932,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMvPRPhRsPSywq63n-9cuP9LAP4qyWmb-_xxh4C!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMvPRPhRsPSywq63n-9cuP9LAP4qyWmb-_xxh4C%3Dw186-h86-k-no!7i3264!8i1504!4m7!3m6!1s0x33915d00f944d735:0x907b8aeb567a50d2!8m2!3d16.0100928!4d120.3000106!10e5!16s%2Fg%2F11hjb4zpzf?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
55,Chatanoga Grill Seafoods & Restaurant,Pangasinan,Lingayen,"26QP+2V5, Baywalk, Lingayen, Pangasinan",12:00:00 PM,12:00:00 AM,Asian Food,Yes,Yes,No,400,4.1,,"16.03771919612713, 120.23714669992133","Nestled in the vibrant culinary scene of Pangasinan, Philippines, Chatanoga Grill Seafoods & Restaurant offers a warm and inviting atmosphere for both locals and tourists. Conveniently located at Baywalk, Lingayen, the restaurant is known for its tasty dishes like sisig and panga sinigang served with rice. With reliable parking and friendly staff, it's a great spot to enjoy delicious seafood while being entertained by live music and dance performances.",https://itin-dev.wanderlogstatic.com/freeImage/GIJye1mDPCxHNUF6F9cr9YZti3Glqgyf,Moderate,1
56,Camp Pares DGP,Pangasinan,Dagupan,"Bonjour, Tapuac District, Dagupan City, Pangasinan",04:00:00 PM,01:00:00 AM,Filipino Food,Yes,Yes,No,200,3.0,9175371923.0,"16.038492916629266, 120.33379078924972","Camp Pares DGP has quickly become a popular spot in Dagupan City, drawing crowds eager to savor its renowned pares. Locals particularly appreciate the reasonable prices and the delicious food, making it a hit among residents and visitors alike. The establishment is known for its warm hospitality and satisfying dining experience, making it a must-visit destination for those seeking authentic local cuisine.","https://www.google.com/maps/place/Camp+Pares+DGP/@16.0384247,120.3336901,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNbB8Q9UBiuiiLHhOnDhz-G0nLAvEBY_ujhG7Hy!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNbB8Q9UBiuiiLHhOnDhz-G0nLAvEBY_ujhG7Hy%3Dw86-h114-k-no!7i3000!8i4000!4m7!3m6!1s0x33915d1f616cfb6f:0x7e9606d57b036476!8m2!3d16.0382661!4d120.3337586!10e5!16s%2Fg%2F11tbtw8nx6?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Budget-Friendly,0
57,CIAO Pizzeria By The Sea & Mezze Club,Pangasinan,Bolinao,"Sundowners Marina, Bolinao, 2406 Pangasinan",07:00:00 AM,10:00:00 PM,Filipino Food,Yes,Yes,Yes,500,4.7,9219138780.0,"16.387224001889397, 119.903898487244","Experience the pleasure of live acoustic performances while enjoying cocktails with your companions at Ciao Pizzeria By The Sea. Indulge in their renowned sizzling shrimp, a must-try dish. Their Facebook Page provides information and their contact number is 0921 913 8780. Situated in Sundowners Marina, Bolinao, Pangasinan, the restaurant offers a perfect ambience and a relaxing view.","https://www.google.com/maps/place/CIAO+Pizzeria+By+The+Sea+%26+Mezze+Club/@16.3872504,119.9038759,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOMm3mpJe9uaTY0N6DI3JH6df4eVx6fRpSqwCi2!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOMm3mpJe9uaTY0N6DI3JH6df4eVx6fRpSqwCi2%3Dw186-h86-k-no!7i4000!8i1840!4m7!3m6!1s0x3393cdccff1f830f:0x1f6edf6416e36601!8m2!3d16.386977!4d119.9039414!10e5!16s%2Fg%2F11h913hycx?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
58,The Blue Mikey,Pangasinan,Bolinao,"1 Long Beach Street, Barangay Arnedo, Bolinao, 2409 Pangasinan",07:30:00 AM,10:00:00 PM,International Food,Yes,Yes,No,600,3.6,9778074794.0,"16.386492588222627, 119.87588546095826","Nestled in the charming Barangay Arnedo, The Blue Mikey is a newly opened gem that might require a bit of navigation to find. Just follow the Birdland resort signs along Patar Road and take a right at the elementary school; soon enough, you'll arrive at this delightful eatery after winding through scenic turns. Once you step inside, you're greeted by a relaxed atmosphere perfect for unwinding after exploring nearby Long Beach or Patar Beach.","https://www.google.com/maps/place/The+Blue+Mikey/@16.3867476,119.8761389,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPipghydWjMQX46mTQkNIc9DA3z4gLgMEqYbZmm!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPipghydWjMQX46mTQkNIc9DA3z4gLgMEqYbZmm%3Dw203-h158-k-no!7i2048!8i1597!4m7!3m6!1s0x3393cbf478c316fd:0x56b4bb42e546eb14!8m2!3d16.386225!4d119.875864!10e5!16s%2Fg%2F11gd671vg8?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
59,Giant Taklobo Seafood and Grill Ilog Malino Branch,Pangasinan,Bolinao,"Patar Rd, Bolinao, 2406 Pangasinan",07:00:00 AM,09:00:00 PM,Seafood,Yes,Yes,Yes,400,4.3,9178227185.0,"16.355063120762267, 119.81279279015388","Experience delectable freshly caught seafood at the renowned Giant Taklobo Seafood and Grill. Situated just a short distance from various caves and waterfalls, this restaurant guarantees a memorable dining experience. With an extensive menu offering bilao packages suitable for the entire family, guests can indulge in their favorite seafood dishes in an open-air setting reminiscent of a traditional bahay kubo.","https://www.google.com/maps/place/Giant+Taklobo+Seafood+and+Grill+Ilog+Malino+Branch/@16.3547918,119.8126684,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipP768gCIaXSJ6aJ-F5iIcNaizxDZGoXW3vfPE1x!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipP768gCIaXSJ6aJ-F5iIcNaizxDZGoXW3vfPE1x%3Dw186-h86-k-no!7i4160!8i1920!4m7!3m6!1s0x3393c9f45fabb6b5:0xd6428981df1877e5!8m2!3d16.3547749!4d119.8127606!10e5!16s%2Fg%2F11r4xmrwtw?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
60,SÃÂ­lantro Fil-Mex Cantina,Pangasinan,Dagupan,"229 Perez Blvd, Downtown District, Dagupan, 2400 Pangasinan",10:00:00 AM,10:00:00 PM,Mexican Food,Yes,Yes,Yes,600,4.4,756491001.0,"16.09589237125993, 120.34939329275426","Silantro Fil-Mex Cantina is a restaurant that combines Mexican flavors with a Filipino twist. Their popular menu items include beef nachos and caliente wings. For heartier options, they offer Silantros burrito, lamb-chop, and grilled mahi-mahi. The restaurant has gained a reputation since its introduction in 2016 and is a reliable choice for those seeking to please friends with different food preferences.","https://www.google.com/maps/place/S%C3%ADlantro+Fil-Mex+Cantina/@16.0286785,120.3283888,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNchNuu3fzR2tO51wx3_s4d-lID9d4uWHTUBOQ!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNchNuu3fzR2tO51wx3_s4d-lID9d4uWHTUBOQ%3Dw152-h86-k-no!7i1920!8i1080!4m11!1m2!2m1!1sS%C3%ADlantro+Fil-Mex+Cantina!3m7!1s0x33915d469b4e6611:0xfb6e32fd25fcd78f!8m2!3d16.040227!4d120.3381576!10e5!15sChlTw61sYW50cm8gRmlsLU1leCBDYW50aW5hWhsiGXPDrWxhbnRybyBmaWwgbWV4IGNhbnRpbmGSARJtZXhpY2FuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F1tdgxtvp?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
61,"Cafe Feliz
",Pangasinan,Dagupan,"Lenox Hotel, Rizal St, Downtown District, Dagupan, 2400 Pangasinan",06:30:00 AM,11:00:00 PM,Asian Food,Yes,Yes,Yes,1000,4.4,9228083098.0,"16.04240639002398, 120.33934658897115","CafÃÂ© Feliz provides a cozy dining atmosphere where guests can enjoy freshly brewed Italian coffee accompanied by mouthwatering desserts. The restaurant also features KTV rooms suitable for groups of all sizes, making it an ideal venue for social gatherings and special occasions.","https://www.google.com/maps/place/Cafe+Feliz/@16.0422131,120.3394334,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipO32nCxJUYulgCN8he1qI6WbgUTS_vz1hCCLaKI!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipO32nCxJUYulgCN8he1qI6WbgUTS_vz1hCCLaKI%3Dw86-h114-k-no!7i4344!8i5792!4m7!3m6!1s0x3391679ebca2f33f:0xd60aad23e2b7fe12!8m2!3d16.0422002!4d120.3393144!10e5!16s%2Fg%2F11j00kf_6t?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Luxury,2
62,Mangunguna Seafood Bar And Grill,Pangasinan,Bolinao,"9R48+C7V, Bolinao, Pangasinan",08:00:00 AM,10:00:00 PM,Seafood,Yes,Yes,Yes,400,4.1,9128369057.0,"16.35641250849489, 119.8156595036976","Mangunguna Seafood Bar and Grill is a great dining option for those looking to avoid the typical resort food found at larger resorts nearby. Situated near Patar Beach, it offers a convenient stop to enjoy a delicious ocean-to-table experience with freshly caught seafood. The restaurant's friendly and efficient service, along with its rustic-style structures, create a welcoming atmosphere for guests.","https://www.google.com/maps/place/Mangunguna+Seafood+Bar+And+Grill/@16.3561631,119.8156285,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipP5_o83Zk56i2oFLzs5UlhTUOXz-OhfUcbfN2sg!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipP5_o83Zk56i2oFLzs5UlhTUOXz-OhfUcbfN2sg%3Dw152-h86-k-no!7i4000!8i2252!4m7!3m6!1s0x3393c9bbffffffff:0xb9bb9efc712e4efe!8m2!3d16.3561037!4d119.8156595!10e5!16s%2Fg%2F11cm74mg2m?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
63,"Snacksbest Ilocos Miki and Empanada
",Ilocos Norte,Laoag,"5HQH+343, Laoag - Paoay Rd, Laoag City, Ilocos Norte",07:00:00 AM,09:00:00 PM,Filipino Food,Yes,Yes,No,200,4.4,9171048356.0,"18.1879549358862, 120.5778278201005","Snacksbest Ilocos Miki and Empanada are popular afternoon snacks in Ilocos Norte and Ilocos Sur. The empanada is a bright orange half-moon-shaped pastry filled with Ilocos longganisa, eggs, green papaya, and parboiled mung beans. Despite the overwhelming number of customers, the food is delicious and satisfying for Filipino taste buds.","https://www.google.com/maps/place/Snacksbest+Ilocos+Miki+and+Empanada/@18.1874985,120.5777734,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipO0VsBqBJyxEyOp-9JllVRi_5AwiLVtLRCjPoei!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipO0VsBqBJyxEyOp-9JllVRi_5AwiLVtLRCjPoei%3Dw203-h152-k-no!7i4032!8i3024!4m7!3m6!1s0x338ec7f3c5ed394d:0xdbcbf2449be2ad69!8m2!3d18.1876288!4d120.5777849!10e5!16s%2Fg%2F11hz0jshxk?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Budget-Friendly,0
64,Jesmine's Eatery Bagnet Special,Ilocos Norte,San Nicolas,"4HHH+JXM, San Nicolas, Ilocos Norte",06:00:00 AM,09:00:00 PM,Filipino Food,Yes,Yes,No,200,4.2,9772586652.0,"18.12926080566287, 120.57994523086363","Jesmine's Eatery Bagnet Special is a beloved dish featuring deep-fried crispy pork cracklings, best enjoyed with a side of bagoong and calamansi sauce. This flavorful delight pairs perfectly with the classic Pinakbet, a traditional Filipino meat stew served with boiled vegetables and shrimp paste. It's an ideal choice for those looking to savor authentic Filipino cuisine. The restaurant also offers excellent service, making it a great dining option for both locals and visitors alike.","https://www.google.com/maps/place/Jesmine's+Eatery+Bagnet+Special/@18.1291645,120.5798142,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOJ61SfNHEF95rBTAO9Ej6rSp7--QDa8G0O0uVQ!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOJ61SfNHEF95rBTAO9Ej6rSp7--QDa8G0O0uVQ%3Dw203-h363-k-no!7i864!8i1548!4m7!3m6!1s0x338ec76353e3ed51:0x35a3341b25e7fed8!8m2!3d18.1290977!4d120.5799345!10e5!16s%2Fg%2F11hz9992mg?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Budget-Friendly,0
65,La Preciosa Ilocos Corp,Ilocos Norte,Laoag,"Arabella's Events Place, F. Julian, Laoag City, Ilocos Norte",09:00:00 AM,09:00:00 PM,Filipino Food,Yes,Yes,Yes,400,4.3,9056651240.0,"18.209475505190316, 120.5860581602403","La Preciosa Ilocos Corp is a renowned culinary destination in Laoag City, known for serving the best carrot cake in Ilocos. The restaurant has humble beginnings, originating from a small kitchenette managed by Preciosa Palma, the mother of the restaurant owner.","https://www.google.com/maps/place/La+Preciosa+Ilocos+Corp/@18.1977038,120.5886911,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPb61fDFgGHCSjA8LFnYZ_L1FIWgqb7HY-vaj4!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPb61fDFgGHCSjA8LFnYZ_L1FIWgqb7HY-vaj4%3Dw176-h86-k-no!7i4032!8i1960!4m7!3m6!1s0x338ec6270ee65633:0x4f61f8304350adec!8m2!3d18.2092819!4d120.5860367!10e5!16s%2Fg%2F1txc4k85?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
66,Smoke Bar and Restaurant,Ilocos Norte,Paoay,"Paseo de Paoay, 2nd Floor, Brgy. 18 Veronica, Paoay, 2902 Ilocos Norte",12:00:00 PM,08:00:00 PM,Filipino Food,Yes,Yes,Yes,600,4.4,9178160663.0,"18.061966126857218, 120.52032205812226","Smoke Bar and Restaurant is a great place to get delicious food in Ilocos Norte. The restaurant has a nice structure, good ventilation, well-spaced seats, and excellent service. They have smoked beef that is very tender and their salmon in Creamy Lemon Butter is awesome! Their mashed potatoes are also really good.",https://itin-dev.wanderlogstatic.com/freeImage/owgx76B72tH2tiu06OavS0RIwGZJtmjY,Moderate,1
67,Cuisine de Iloco Restaurant,Ilocos Norte,Laoag,"Ilocos Norte, Hernando, Lungsod ng Laoag",10:00:00 AM,08:30:00 PM,Filipino Food,Yes,Yes,Yes,400,4.3,9179766178.0,"18.19666198026963, 120.59067123449223","Cuisine de Iloco Restaurant in Laoag City offers a diverse menu of classic Filipino dishes, including hearty soups, flavorful seafood specialties, and traditional vegetable stews like Pinakbet and Dinengdeng. The restaurant is popular with both locals and tourists due to its cozy interior, friendly service, and delicious food. It's a must-visit spot that provides a cultural lesson for your palate.",https://itin-dev.wanderlogstatic.com/freeImage/VGhYKwLUmm4v3ZjMsm2mOvAoT07jpHlv,Moderate,1
68,PLANAXIS Grill and Restaurant,Ilocos Norte,Bacarra,"Brgy. 40, Bacarra, 2916 Ilocos Norte",10:00:00 AM,09:00:00 PM,International Food,Yes,Yes,No,750,4.3,9602547013.0,"18.233981638210675, 120.61096141963905","Located in the charming town of Bacarra, PLANAXIS Grill and Restaurant offers a diverse menu to cater to various tastes. Open from 10:00 AM to 9:00 PM, this gem boasts a welcoming ambiance and spacious parking and dining areas. The restaurant provides a homey dining experience with attentive staff. Guests recommend trying their Bagnet, Sinigang, and Kare-Kare dishes.","https://www.google.com/maps/place/PLANAXIS+Grill+and+Restaurant/@18.2337661,120.6109044,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipN-WzAoGBXy87HGl9757JlzebiKkKHBTZ5Wd1Zv!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipN-WzAoGBXy87HGl9757JlzebiKkKHBTZ5Wd1Zv%3Dw114-h86-k-no!7i4032!8i3024!4m7!3m6!1s0x338ec93bf499f5fd:0xd2300246eb073dbb!8m2!3d18.233701!4d120.6109544!10e5!16s%2Fg%2F11fq8jkjj4?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Luxury,2
69,Batac Riverside Empanadaan,Ilocos Norte,Batac,"3H37+7MV, Brgy. 1 S Valdez, Batac, 2906 Ilocos Norte",08:00:00 AM,12:00:00 AM,Filipino Food,Yes,Yes,No,200,4.4,286236.0,"18.05431548399267, 120.56413983031966","Batac Riverside Empanadaan is a popular spot known for serving arguably the best empanadas in Ilocos. The empanadas, available at stalls like Lanies or Glorys, are filled with indigenous longaniza and papaya flavors, creating a burst of deliciousness. Visitors often return for more of these satisfying snacks. In addition to the famous empanadas, the food court offers other local culinary delights such as longganisa, dried squid, and pilais.","https://www.google.com/maps/place/Batac+Riverside+Empanadaan/@18.0540299,120.5642042,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNbtDqfr6DyGRyT0Q8bSCLkfrFjLSFSZM8FF7ld!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNbtDqfr6DyGRyT0Q8bSCLkfrFjLSFSZM8FF7ld%3Dw114-h86-k-no!7i2747!8i2060!4m7!3m6!1s0x338ec037c17fa8b3:0x612fe3d36fe67e0c!8m2!3d18.0540299!4d120.5642042!10e5!16s%2Fg%2F11xdf2wk3?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Budget-Friendly,0
70,Eagles' Nest Bar and Restaurant,Ilocos Norte,Laoag,"29 Gen. Segundo Ave, Laoag City, 2900 Ilocos Norte",06:00:00 AM,02:00:00 AM,Filipino Food,Yes,Yes,No,500,4.5,777705996.0,"18.209689938828763, 120.60219503072943","Eagles' Nest Bar and Restaurant, located in Laoag City, is a must-visit dining spot known for its skillfully crafted signature dishes. The Bagnet, a crispy pork belly delicacy served with tangy vinegar dipping sauce, and the Empanada filled with a savory mixture of ground meat and vegetables are crowd favorites. The restaurant offers an inviting ambiance amidst lush greenery and breathtaking views, providing the perfect setting for a relaxing meal.","https://www.google.com/maps/place/Eagles'+Nest+Bar+and+Restaurant/@18.2095644,120.6020621,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipP9dYadQGrIS1fQGzw3JrD1ZG6xM3bgpNejrvkn!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipP9dYadQGrIS1fQGzw3JrD1ZG6xM3bgpNejrvkn%3Dw86-h114-k-no!7i3024!8i4032!4m7!3m6!1s0x338ec8bc9eda5409:0x2c132834b9e024cd!8m2!3d18.2095371!4d120.6021843!10e5!16s%2Fg%2F1hm292y13?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
71,"Ladrillos Restaurant
",Ilocos Norte,San Nicolas,"Cleveland, Brgy. 2, San Nicolas, 2901 Ilocos Norte",11:00:00 AM,09:00:00 PM,Filipino Food,Yes,Yes,Yes,400,4.9,9992280071.0,"18.17383290024779, 120.59389841915966","Ladrillos Restaurant, located in San Nicolas, offers a modern twist on traditional Ilocano dishes. The extensive menu caters to all tastes and is available from 10:00 AM to 9:00 PM. The restaurant provides a remarkable dining experience with an ambiance that exudes beauty and warmth, making visitors feel at home. Additionally, the restaurant features a sizable museum on the side, adding to its appeal.","https://www.google.com/maps/place/Ladrillos+Restaurant/@18.1735339,120.5939136,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipNIGTPdWc1xrIWR6zvOh-1Z0RT7WOEJ93YwuN5m!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipNIGTPdWc1xrIWR6zvOh-1Z0RT7WOEJ93YwuN5m%3Dw86-h114-k-no!7i3000!8i4000!4m7!3m6!1s0x338ec713297a7b5b:0x88d00846a9e3d2b9!8m2!3d18.1735679!4d120.5938555!10e5!16s%2Fg%2F11q9m0x6s8?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
72,Inuwayan Winery,Ilocos Norte,Badoc,"3, Sitio Bangbanga - Purok Laud, Badoc, Ilocos Norte",07:00:00 AM,09:00:00 PM,Wine,Yes,Yes,No,800,4.1,9090572258.0,"18.46000627889082, 120.9056646871502","Inuwayan Winery in Adams offers a unique experience with its fruit wines, distinct from traditional grape wines. The winery boasts an international quality of wine at affordable prices, featuring a wide variety of red wines and even champagne. Visitors can enjoy sweet and medium dry wines while learning about the wine-making process through generous sampling and educational sessions. The accessible location makes it convenient for all guests to explore the diverse range of fruit wines offered by this family-owned establishment.","https://www.google.com/maps/place/Inuwayan+Winery/@18.4597624,120.9055914,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipMN_o8eXzz3dpHhHkjmQmokAugwqUUwk63Q_oTU!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipMN_o8eXzz3dpHhHkjmQmokAugwqUUwk63Q_oTU%3Dw203-h152-k-no!7i4032!8i3024!4m7!3m6!1s0x3388d7dd654c5055:0x925ae6c50d117bc2!8m2!3d18.4597926!4d120.9057076!10e5!16s%2Fg%2F11fylyzhw_?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Luxury,2
73,MACY'S DINER,Ilocos Norte,Laoag,"5HWV+PV3, Segunda Ave. & Cor. M.H. Del Pilar, Brgy. 13, Laoag City, 2900 Ilocos Norte",10:00:00 AM,08:00:00 PM,Filipino Food,Yes,Yes,No,400,3.6,777703551.0,"18.19701518006112, 120.59474747666916","If you're searching for a spot in Laoag City with a nostalgic American atmosphere to enjoy lunch, snacks, or dinner, Macy's Diner is the place for you. This eatery exudes a retro ambiance that appeals to lovers of all things vintage. While some customers wish they would enhance their snack options, others appreciate the delectable tapsilog breakfast served with sukang iloko vinegar.","https://www.google.com/maps/place/MACY'S+DINER/@18.1968975,120.5947384,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPZYC1_d5Lc7dDhedWHEDBq6ch07K2kzOWopQdX!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPZYC1_d5Lc7dDhedWHEDBq6ch07K2kzOWopQdX%3Dw114-h86-k-no!7i4032!8i3024!4m7!3m6!1s0x338ec6205b98c729:0x865bbdc1a7759d50!8m2!3d18.1967706!4d120.5946831!10e5!16s%2Fg%2F1tdvxfbs?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
74,Emohruo Beach Restobar,Ilocos Norte,Pagudpud,"Barangay Road, Pagudpud, 2919 Ilocos Norte",07:00:00 AM,10:00:00 PM,Filipino Food,Yes,Yes,No,400,3.9,9088637564.0,"18.58161556499787, 120.78359928984871","Emohruo Beach Restobar is a beachfront dining spot that offers stunning ocean views and a refreshing breeze. The tropical burger, made from scratch and served with fresh fruit, is highly recommended. While the lack of air conditioning may be a downside for some, the ambiance and view make up for it. Guests can enjoy delicious dishes like dinakdakan and cocktails while listening to the soothing sound of waves crashing on the shore.","https://www.google.com/maps/place/Emohruo+Beach+Restobar/@18.5814131,120.7836178,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipOgMERce2eckzWQEQi72BOOVhFBOUGz4FwFDew9!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipOgMERce2eckzWQEQi72BOOVhFBOUGz4FwFDew9%3Dw114-h86-k-no!7i2048!8i1536!4m7!3m6!1s0x3389240d01ed6c6f:0xaa9585f0c14028f7!8m2!3d18.5813817!4d120.7835671!10e5!16s%2Fg%2F1tk60mx4?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
75,Fremantle Pizzeria Al Fresco Dining Laoag,Ilocos Norte,Laoag,"Brgy 40 Sitio Salladay, Balatong, Laoag City, 2900 Ilocos Norte",02:00:00 PM,10:00:00 PM,Italian Food,Yes,Yes,Yes,600,4.2,9451552058.0,"18.170834173244298, 120.56187857291955","Nestled in the vibrant heart of Laoag, Fremantle Pizzeria offers a delightful dining experience that combines an inviting atmosphere with exceptional hospitality. This charming eatery is easily accessible for both locals and tourists, making it a perfect stop for anyone craving delicious food. As you enter, the mouthwatering scent of freshly baked pizzas fills the air, setting the stage for a memorable meal.","https://www.google.com/maps/place/Fremantle+Pizzeria+Al+Fresco+Dining+Laoag/@18.1707806,120.5619034,3a,75y,90t/data=!3m8!1e2!3m6!1sAF1QipPTjmC98ujEyr2-9YWLjaUIbnCcOzuvDXy_JGOH!2e10!3e12!6shttps:%2F%2Flh5.googleusercontent.com%2Fp%2FAF1QipPTjmC98ujEyr2-9YWLjaUIbnCcOzuvDXy_JGOH%3Dw203-h270-k-no!7i720!8i960!4m7!3m6!1s0x338ec7f4aa7be7c5:0x9448b5db03830ebc!8m2!3d18.1706813!4d120.5618893!10e5!16s%2Fg%2F11l8szxzvc?entry=ttu&g_ep=EgoyMDI1MDEyMi4wIKXMDSoASAFQAw%3D%3D#",Moderate,1
